instance_name,jsplib_tag,predict_tag,tag_match,sup_pred_complexity,jsplib_optimum,jsplib_LB,jsplib_UB,jsplib_path,jsplib_solveby,n_jobs,n_machines,seed,num_nodes,node_x_cols,node_x_col0_min,node_x_col0_max,node_x_col0_mean,node_x_col0_median,node_x_col0_std,node_x_col0_range,node_x_col0_q1,node_x_col0_q3,node_x_col0_gini,node_x_col1_min,node_x_col1_max,node_x_col1_mean,node_x_col1_median,node_x_col1_std,node_x_col1_range,node_x_col1_q1,node_x_col1_q3,node_x_col1_gini,node_x_overall_mean,node_x_overall_std,num_conjunctive_edges,num_disjunctive_edges,num_nodes_total,num_edges_total,disj_graph_density,deg_d_min,deg_d_max,deg_d_mean,deg_d_median,deg_d_std,deg_d_range,deg_d_q1,deg_d_q3,deg_d_gini,clustering_min,clustering_max,clustering_mean,clustering_median,clustering_std,clustering_range,clustering_q1,clustering_q3,clustering_gini,conj_graph_density,deg_c_min,deg_c_max,deg_c_mean,deg_c_median,deg_c_std,deg_c_range,deg_c_q1,deg_c_q3,deg_c_gini,betweenness_min,betweenness_max,betweenness_mean,betweenness_median,betweenness_std,betweenness_range,betweenness_q1,betweenness_q3,betweenness_gini,speed,rddd,makespan_min,makespan_range,energy_sum_min,energy_sum_range,operation_cost_mean,operation_cost_std,makespan_lb_job_sum,makespan_lb_machine_sum,makespan_lb_meanload,energy_min_mean,energy_avg_mean,energy_max_mean,num_op_nodes,n_jobs_shap,n_machines_shap,num_nodes_shap,node_x_col0_max_shap,node_x_col0_mean_shap,node_x_col0_median_shap,node_x_col0_std_shap,node_x_col0_range_shap,node_x_col0_q1_shap,node_x_col0_q3_shap,node_x_col0_gini_shap,node_x_col1_max_shap,node_x_col1_mean_shap,node_x_col1_median_shap,node_x_col1_std_shap,node_x_col1_range_shap,node_x_col1_q1_shap,node_x_col1_q3_shap,node_x_col1_gini_shap,node_x_overall_mean_shap,node_x_overall_std_shap,num_conjunctive_edges_shap,num_disjunctive_edges_shap,num_nodes_total_shap,num_edges_total_shap,disj_graph_density_shap,deg_d_max_shap,deg_d_mean_shap,deg_d_median_shap,deg_d_std_shap,deg_d_range_shap,deg_d_q1_shap,deg_d_q3_shap,deg_d_gini_shap,clustering_max_shap,clustering_mean_shap,clustering_median_shap,clustering_std_shap,clustering_range_shap,clustering_q1_shap,clustering_q3_shap,clustering_gini_shap,conj_graph_density_shap,deg_c_max_shap,deg_c_mean_shap,deg_c_std_shap,deg_c_range_shap,deg_c_q3_shap,deg_c_gini_shap,betweenness_min_shap,betweenness_max_shap,betweenness_mean_shap,betweenness_median_shap,betweenness_std_shap,betweenness_range_shap,betweenness_q1_shap,betweenness_q3_shap,betweenness_gini_shap,makespan_min_shap,makespan_range_shap,energy_sum_min_shap,operation_cost_mean_shap,operation_cost_std_shap,makespan_lb_job_sum_shap,makespan_lb_machine_sum_shap,makespan_lb_meanload_shap,energy_min_mean_shap,energy_avg_mean_shap,energy_max_mean_shap,num_op_nodes_shap
abz5,easy,easy,True,0.089292289379694,1234.0,1234,1234,instances/abz5,CPO in < 1 min,10,10,0,102,2,0.0,99.0,76.20588235294117,78.5,17.829991386674987,99.0,66.0,91.5,0.1235183125096173,-1.0,9.0,4.392156862745098,4.0,2.9444426309178837,10.0,2.0,7.0,0.3790849673202614,40.29901885986328,38.112884521484375,110,900,102,1010,0.087361677344205,0.0,9.0,8.823529411764707,9.0,1.2478354962115543,9.0,9.0,9.0,0.0196078431372548,0.0,1.0,0.9803921568627452,1.0,0.1386483884679505,1.0,1.0,1.0,0.0196078431372548,0.021355076684139,2.0,10.0,2.156862745098039,2.0,1.1091871077436042,8.0,2.0,2.0,0.071301247771836,0.0422970297029703,0.4455445544554455,0.0626286158027567,0.0518019801980198,0.0553389451234287,0.4032475247524753,0.0454653465346534,0.0613069306930693,0.2171328543816779,1,0,859,6914,7773,0,77.7300033569336,14.345629692077637,859.0,868.0,777.3,77.73,77.73,77.73,100,-0.0149500643869278,-0.0003358319358289,-0.0039759298465309,0.0001916604043731,0.001607185289307,0.0001052114609465,9.357342523803017e-05,1.8411253113162324e-05,0.0005334467855142,0.0013052080468335,0.0005491343533749,-0.0004001631135339,-0.0011743081730155,6.750158329774159e-05,-0.0005281429091929,-0.0001751582995444,-0.0001813817805984,-0.0001543045553251,-0.0012510735854074,0.001115704321126,0.0010913901501845,-0.0069329647371776,-0.0064400505190798,-0.0045908688941838,-0.0087407840544979,-0.0005613659591779,-0.0099781743878368,-0.0257910229867593,-0.0111523719903268,3.223443121751149e-05,-0.0115138084741421,-0.0109170754729184,-0.0124079009956379,-0.0046860987888022,-1.4583749863148089e-06,-0.0056278001032466,-6.287477145827648e-07,-0.0042132724291139,2.2081304438849915e-06,-2.844597775007869e-07,-1.1248790360663453e-07,-0.0037241337323335,-0.0038049160572248,-0.009949338462797,-0.0001074309402619,8.123025872133366e-05,-0.0142076722875321,-8.13267408685308e-09,-0.0004314740399964,-0.0188998768592848,-0.0073981036178205,-0.0240584052962729,-0.0131423199883614,-0.0018757998001553,-0.0275299444126521,-0.0109786611395445,-0.0062510406890448,-4.286931458834399e-05,-0.0008207951225873,-0.0074341650179331,-0.0053936843998593,0.0007992947996902,-0.0004776610928862,-0.0007710188605362,-0.001032513901979,-0.0135912520629264,-3.112922902476245e-05,2.970804357962105e-05,-4.2631457218909725e-05,-0.0044855109222942
abz6,easy,easy,True,0.0525382935140884,943.0,943,943,instances/abz6,CPO in < 1 min,10,10,0,102,2,0.0,98.0,58.294117647058826,59.0,24.36229336386341,98.0,38.0,80.0,0.2394359694769263,-1.0,9.0,4.392156862745098,4.0,2.944442630917884,10.0,2.0,7.0,0.3790849673202614,31.343137741088867,32.05387496948242,110,900,102,1010,0.087361677344205,0.0,9.0,8.823529411764707,9.0,1.2478354962115543,9.0,9.0,9.0,0.0196078431372548,0.0,1.0,0.9803921568627452,1.0,0.1386483884679505,1.0,1.0,1.0,0.0196078431372548,0.021355076684139,2.0,10.0,2.156862745098039,2.0,1.1091871077436042,8.0,2.0,2.0,0.071301247771836,0.0422970297029703,0.4455445544554455,0.0626286158027567,0.0518019801980198,0.0553389451234287,0.4032475247524753,0.0454653465346534,0.0613069306930693,0.2171328543816779,1,0,742,5204,5946,0,59.459999084472656,23.15315055847168,742.0,688.0,594.6,59.46,59.46,59.46,100,-0.0152546329069396,-0.0003607052771926,-0.0043985957472876,-0.0002985588995419,0.001515488065738,-7.157563396495063e-06,0.0002481753536663,-0.0001900939276505,0.0001545601423652,0.0012878858126373,0.0005608900707774,-0.0004010377028149,-0.0011771499971013,-8.027859981659096e-07,-0.0006194688772548,-0.0002532013947697,-0.0002210103917705,-0.0002619224744168,-0.0014876845251095,0.0007842152237258,0.0007515163554405,-0.0073422219548135,-0.0064851587216677,-0.0054557866286711,-0.0089820250528658,-0.000473592676328,-0.010120494425185,-0.0262916400972651,-0.0118670228862712,9.274442679513576e-05,-0.011676707221088,-0.0107309250625018,-0.0131999117264767,-0.0050343404748236,-1.3615058800169224e-06,-0.0059152179407465,-1.8885115699220404e-06,-0.0042512695047726,6.581864243999318e-07,-7.594640953913288e-07,-1.4392621925671328e-07,-0.00396416121129,-0.0040068515675533,-0.0101175887426031,-7.605035936367352e-05,0.0001772839840822,-0.0143816313126013,-1.3563020321074888e-08,-0.0001968442760535,-0.0179561071022632,-0.0075300818264704,-0.0257116134427277,-0.0131829253262515,-0.0021900811537006,-0.0287258324839333,-0.0106301862941698,-0.0059603369021627,-6.202083482476603e-05,-0.0010271435147727,-0.0075483822343826,-0.0061022942896271,0.0005685067341566,-0.0004490920498035,-0.000908126192203,-0.0079293069950586,-0.033755936557112,0.0005414745652254,0.0004710515786837,0.0005772259959618,-0.0048522304268674
abz7,medium,medium,True,0.3678635090633022,656.0,656,656,instances/abz7,OptalCP in < 1h,20,15,0,302,2,0.0,40.0,24.39072847682119,24.0,8.353508609670435,40.0,18.0,31.0,0.1961122609160039,-1.0,14.0,6.947019867549669,7.0,4.354776747754595,15.0,3.0,11.0,0.3598233995584989,15.66887378692627,10.974668502807615,320,5700,302,6020,0.0627048909814965,0.0,19.0,18.874172185430464,19.0,1.541069705724516,19.0,19.0,19.0,0.0066225165562914,0.0,1.0,0.9933774834437086,1.0,0.0811089318802377,1.0,1.0,1.0,0.0066225165562914,0.0070405491628347,2.0,20.0,2.119205298013245,2.0,1.459960773844278,18.0,2.0,2.0,0.0558774834437088,0.022016611295681,0.473421926910299,0.0323986270929132,0.0283953488372093,0.0366073651629418,0.451405315614618,0.0236112956810631,0.0363687707641196,0.2019695527490832,1,0,410,6956,7366,0,24.553333282470703,8.139644622802734,410.0,556.0,491.06666666666666,24.55333333333333,24.55333333333333,24.55333333333333,300,0.0057486494837449,-2.0927922199453596e-05,-0.0049033661636229,-0.0001466819437494,0.0001539035359519,0.0003956144419476,0.0007297805785468,-7.47307253844753e-06,-0.0001337653013036,-0.0007573344010733,0.00166522686727,1.5732590102680117e-05,0.0002108327236497,1.232853777339289e-07,0.000294562868521,0.000159224207592,-0.0004630467700089,0.0001324565676834,4.57830081094847e-06,-0.0016260155524849,0.0004177064312259,-0.0089648686055268,-0.0091011236327196,-0.0059577594142207,-0.0103360394811791,0.0004153368968416,0.0043022457417724,0.0096646698723624,0.0046808281307087,-6.04371112765796e-05,0.0043694663136262,0.0046418074550276,0.0051116546292657,-0.0066952338381229,-1.5908153164692492e-08,-0.0065077683869621,-5.217202601802953e-08,-0.0060417908204479,1.544753526620526e-05,-1.1860341700083161e-07,1.7368265023463696e-09,-0.0059775715470589,-0.005661309804262,0.0042251401820696,0.0001831778610245,0.0002741863344467,0.005096410265468,-5.848388551418457e-09,0.0003283282105272,0.0081325918139034,0.00264104424709,0.0097675999061201,0.0052039280808616,-0.0036129882593571,0.0115639851944567,0.0048734677218244,0.001865105504798,-0.0002646464449342,-0.0013014152831932,-0.0117402700664703,-0.0103303182258455,0.000351345750938,-0.0001200544167826,-0.0010160412157387,-0.0060173077258639,-0.0253601837969641,0.0017574884191832,0.0015998834808751,0.0012941884746077,-0.0061322267728344
abz8,hard,medium,False,0.3676998326380268,667.0,667,667,instances/abz8,OptalCP in 10h,20,15,0,302,2,0.0,40.0,25.119205298013245,25.0,9.038129057050051,40.0,17.0,33.0,0.2066930543018423,-1.0,14.0,6.947019867549669,7.0,4.354776747754595,15.0,3.0,11.0,0.3598233995584989,16.033113479614258,11.52748966217041,320,5700,302,6020,0.0627048909814965,0.0,19.0,18.874172185430464,19.0,1.541069705724516,19.0,19.0,19.0,0.0066225165562914,0.0,1.0,0.9933774834437086,1.0,0.0811089318802377,1.0,1.0,1.0,0.0066225165562914,0.0070405491628347,2.0,20.0,2.119205298013245,2.0,1.459960773844278,18.0,2.0,2.0,0.0558774834437088,0.022016611295681,0.473421926910299,0.0323986270929132,0.0283953488372093,0.0366073651629418,0.451405315614618,0.0236112956810631,0.0363687707641196,0.2019695527490832,1,0,443,7143,7586,0,25.286666870117188,8.831637382507324,443.0,566.0,505.73333333333335,25.286666666666665,25.286666666666665,25.286666666666665,300,0.005726182750228,-1.5216786328862896e-05,-0.0050155391668471,-0.0001461790036957,0.0002119459385702,0.0003986495165474,0.0007491901214157,-5.3447205084222825e-06,-0.0001394791796422,-0.0007454477651578,0.0016783179655611,1.310497808670714e-05,0.0003625433293124,1.296195544991893e-05,0.000327825241732,0.000162954285503,-0.0004469603360664,0.0001324326242676,1.319214727433499e-05,-0.0016211538146369,0.0004287390250013,-0.0090189119973122,-0.0091529895313475,-0.0060519816164926,-0.0103588168126235,0.0004518232429148,0.0042939377223556,0.0097263779064976,0.0046824173129838,-8.658527829772174e-05,0.0043570184017583,0.0046555272989906,0.0050957418594119,-0.0067244503472419,-1.5998002965902867e-08,-0.0065561883480289,-5.2131051190711875e-08,-0.0061101438621647,1.5450115290607657e-05,-1.1860341700083161e-07,1.7368265023463696e-09,-0.0059431098587558,-0.00571387036109,0.0043045010581643,0.000256085527153,0.0001890094884953,0.0051336690685859,-5.848388551418457e-09,0.0002891485644863,0.0082457940320817,0.0026309079577738,0.0098118877165622,0.0051613912728789,-0.0036360612465553,0.0115951383774999,0.0049406249162708,0.0018926912954652,-0.0001918603023958,-0.0015513479466135,-0.0117791221059916,-0.0103724186175489,0.0003363664144323,-9.328879541300672e-05,-0.0014012577741176,-0.0060256864444754,-0.0252052933816264,0.0017856651129924,0.0016245752407787,0.0013827042742003,-0.0061017111036503
abz9,medium,medium,True,0.3676998326380268,678.0,678,678,instances/abz9,OptalCP in < 1h,20,15,0,302,2,0.0,40.0,24.642384105960264,25.0,8.993628628392589,40.0,17.0,32.0,0.2096326380966451,-1.0,14.0,6.947019867549669,7.0,4.354776747754595,15.0,3.0,11.0,0.3598233995584989,15.79470157623291,11.3228178024292,320,5700,302,6020,0.0627048909814965,0.0,19.0,18.874172185430464,19.0,1.541069705724516,19.0,19.0,19.0,0.0066225165562914,0.0,1.0,0.9933774834437086,1.0,0.0811089318802377,1.0,1.0,1.0,0.0066225165562914,0.0070405491628347,2.0,20.0,2.119205298013245,2.0,1.459960773844278,18.0,2.0,2.0,0.0558774834437088,0.022016611295681,0.473421926910299,0.0323986270929132,0.0283953488372093,0.0366073651629418,0.451405315614618,0.0236112956810631,0.0363687707641196,0.2019695527490832,1,0,467,6975,7442,0,24.80666732788086,8.794843673706055,467.0,563.0,496.1333333333333,24.80666666666667,24.80666666666667,24.80666666666667,300,0.0057262199853895,-1.5702038117139138e-05,-0.0050154934414306,-0.0001467390850846,0.0002119332297871,0.0003987219434982,0.0007492236891472,-5.357733302161651e-06,-0.0001395320744685,-0.0007452912899763,0.001679083034687,1.2520615852290748e-05,0.000362508650187,1.3159673956566818e-05,0.0003274743178202,0.0001628310553062,-0.0004469448271122,0.0001322492933749,1.1802227142706452e-05,-0.0016254959833476,0.0004278860141476,-0.0090194360989151,-0.0091519460780032,-0.0060427326563913,-0.010360035990125,0.0004516319976128,0.0042937292729517,0.0097299880793282,0.004682295667357,-8.694391511941304e-05,0.0043590300512579,0.0046557467798843,0.0050961296127526,-0.0067252082281588,-1.5998002965902867e-08,-0.006556257219765,-5.2101637219826324e-08,-0.0061095162064264,1.5447520982654732e-05,-1.1860341700083161e-07,1.1475785307105723e-09,-0.0059431013415245,-0.0057154408838586,0.004305079095978,0.000274906605044,0.0001875881798375,0.0051333177800578,-5.848388551418457e-09,0.0002891268219335,0.0082365324289125,0.0026285810197255,0.0098156752733466,0.005161619459382,-0.0036363029408364,0.0115947085846365,0.0049403939476807,0.0018927364324558,-0.0001917241177508,-0.0015522786998045,-0.01178451213051,-0.0103799805488047,0.0003363738133521,-9.319284814002755e-05,-0.0014012041813245,-0.0060227925393544,-0.0252069565261671,0.0017856797768542,0.0016245184497873,0.0013825370479221,-0.0061027896933291
ft06,easy,easy,True,0.016267165536143,55.0,55,55,instances/ft06,CPO in < 1 min,6,6,0,38,2,0.0,10.0,5.184210526315789,5.0,3.016230334268734,10.0,3.0,8.0,0.3314186481432006,-1.0,5.0,2.3157894736842106,2.0,1.8368345649068576,6.0,1.0,4.0,0.4210526315789473,3.75,2.87971568107605,42,180,38,222,0.1280227596017069,0.0,5.0,4.7368421052631575,5.0,1.1164843913471805,5.0,5.0,5.0,0.0526315789473683,0.0,1.0,0.9473684210526316,1.0,0.223296878269436,1.0,1.0,1.0,0.0526315789473683,0.0597439544807965,2.0,6.0,2.210526315789474,2.0,0.8931875130777441,4.0,2.0,2.0,0.0902255639097744,0.0655655655655655,0.4054054054054054,0.0986249407302038,0.0775775775775775,0.0737645255125429,0.3398398398398398,0.0655655655655655,0.1016016016016015,0.2365890688259113,1,0,47,150,197,0,5.472222328186035,2.833197116851806,47.0,43.0,32.833333333333336,5.472222222222222,5.472222222222222,5.472222222222222,36,-0.0167190229558103,-0.0003443334903902,-0.0054224925447105,-0.000482284517746,-0.000384000730322,2.0364944302514e-05,0.0003845700289034,-0.0002992396136756,-0.0001812570640498,-0.0004441638346894,-0.0006287287692338,-0.0004721550062372,-0.0009955395276579,2.7026751443719563e-06,-0.0003626550229332,-0.0002207506181853,-0.0003540106802984,-0.0003249594667337,-0.0014171444773706,-0.0005653921352516,0.0002628512743381,-0.0080449557727881,-0.0079851226788645,-0.0062418385113417,-0.0100826242703733,-0.0003390028852813,-0.0112931687875664,-0.028957739327226,-0.0129092807096815,-3.777442547937648e-05,-0.0127150090014662,-0.0122967530735511,-0.0145532609125739,-0.0055716582592016,2.2010365484526348e-08,-0.0059790079921176,2.459345769355559e-06,-0.0037102534742648,5.698337705611714e-06,3.717581349194985e-06,9.711256817030043e-07,-0.0035455347776423,-0.0049282417578666,-0.0113590309208462,-0.0001945103709461,-0.0003658330481356,-0.015839251523036,-7.433049627668945e-07,-0.0002153064341715,-0.01820980209417,-0.009468242400457,-0.0270083663544297,-0.0127780420110662,-0.0018978581356217,-0.0296374321564188,-0.0105283756116276,-0.0059259951054453,1.595965759910932e-05,-0.0005977119205127,-0.0090351462410393,-0.0070556393740388,0.0001429730444007,-0.0002079706970027,-0.000512673170535,-0.0099380032258393,-0.0355609397762907,0.0004852262568251,0.0005824514594949,0.0004349595921487,-0.0057654767784203
ft10,easy,easy,True,0.0461089310425187,930.0,930,930,instances/ft10,CPO in < 1 min,10,10,0,102,2,0.0,99.0,50.088235294117645,48.0,27.796565925991107,99.0,28.25,74.0,0.3196953473109738,-1.0,9.0,4.392156862745098,4.0,2.9444426309178837,10.0,2.0,7.0,0.3790849673202614,27.240196228027344,30.210798263549805,110,900,102,1010,0.087361677344205,0.0,9.0,8.823529411764707,9.0,1.2478354962115543,9.0,9.0,9.0,0.0196078431372548,0.0,1.0,0.9803921568627452,1.0,0.1386483884679505,1.0,1.0,1.0,0.0196078431372548,0.021355076684139,2.0,10.0,2.156862745098039,2.0,1.1091871077436042,8.0,2.0,2.0,0.071301247771836,0.0422970297029703,0.4455445544554455,0.0626286158027567,0.0518019801980198,0.0553389451234287,0.4032475247524753,0.0454653465346534,0.0613069306930693,0.2171328543816779,1,0,655,4454,5109,0,51.09000015258789,27.14630508422852,655.0,631.0,510.9,51.09,51.09,51.09,100,-0.0152365352992822,-0.0003580209512237,-0.0045147921734776,0.0002842824118245,-0.0004496978395326,-2.658232173179977e-06,9.021248163389806e-05,0.000220508989966,-0.0001109876895917,-0.0005454922696741,-0.0006836912818612,-0.0004067654058038,-0.0013267232510474,2.1365781127711307e-05,-0.0006272118353441,-0.0002044767365499,-0.0001264399958736,-0.0002279499858499,-0.0014422036567844,-0.0006748290261659,8.762442898239084e-05,-0.007255929911025,-0.0064485609273807,-0.005676877606572,-0.0089253841072179,-0.0005041721084277,-0.0100991373772469,-0.0262776511763977,-0.0119475277173715,6.637592116059495e-05,-0.0115245804929695,-0.0108387459006404,-0.0132501757085912,-0.0051134076901003,-1.3164136375381516e-06,-0.006153681428397,-3.4720932292800647e-06,-0.0041257526354844,9.888496773176817e-07,-3.5961657742014815e-07,-5.3413659844965146e-08,-0.0039831789342966,-0.0041937401882042,-0.0101278833587282,-6.45447248593672e-05,0.0001130616444359,-0.0145188815328102,-1.0793951614460213e-07,-0.0001502141111478,-0.017884233210131,-0.0077309464317605,-0.0253117286935942,-0.0129842823239585,-0.0021747458864051,-0.0279135058085906,-0.0104579837048679,-0.005793875150807,-1.685929706728132e-05,-0.0008972431946962,-0.0080895486040977,-0.0064244409029729,3.619495969648293e-05,0.0009570771131425,-0.0008676188567339,-0.008914443851892,-0.0338251072051092,0.0006194940612527,0.0006077500360078,0.000579649567216,-0.004999225265908
ft20,easy,medium,False,0.3871111256338301,1165.0,1165,1165,instances/ft20,CPO in < 1 min,20,5,0,102,2,0.0,99.0,50.088235294117645,48.0,27.796565925991118,99.0,28.25,74.0,0.3196953473109738,-1.0,4.0,1.9411764705882355,2.0,1.460751414289347,5.0,1.0,3.0,0.411764705882353,26.014705657958984,31.095439910888672,120,1900,102,2020,0.184430207726655,0.0,19.0,18.62745098039216,19.0,2.63431938089106,19.0,19.0,19.0,0.0196078431372548,0.0,1.0,0.9803921568627452,1.0,0.1386483884679505,1.0,1.0,1.0,0.0196078431372548,0.023296447291788,2.0,20.0,2.3529411764705883,2.0,2.4956709924231086,18.0,2.0,2.0,0.1470588235294119,0.0166435643564356,0.4702970297029703,0.032527664531159,0.0202079207920792,0.0621909624883559,0.4536534653465346,0.0202079207920792,0.0309009900990099,0.3565748591289694,1,0,387,4722,5109,0,51.09000015258789,27.14630508422852,387.0,1119.0,1021.8,51.09,51.09,51.09,100,0.0047055891409741,3.418119973536639e-05,-0.0063608237023653,6.733740038773797e-05,-0.0005522512913344,-5.412799435282918e-05,-0.0001901566774155,8.408044523168868e-05,-0.0001166177565206,-0.0010154381074123,-0.0009770108135281,-6.899421704681087e-05,-0.0012578711296578,0.0002901831478077,0.0010181266553601,0.000419854351481,-0.000334868939417,0.0005198876509447,-0.0012752126172988,-0.0008731884646503,0.0004094203684216,-0.0102889270623684,-0.0093703928998633,-0.0067718911160444,-0.0114899010924219,0.0008165476467252,0.0035733623179907,0.0084847567797863,0.0040540445847829,0.0002995276972819,0.0038606889152237,0.003561709624217,0.0042647297599581,-0.0074514055826568,-3.4677867534573096e-08,-0.0076665876766948,-1.0065644931271297e-07,-0.0063564644567467,1.1136266429109815e-06,-8.531839908973618e-08,2.4796946792644267e-09,-0.0062808057538523,-0.0060817957305634,0.0036230691460504,0.0011657394942172,0.0007196228730326,0.0045453858780767,-1.0362735918800356e-08,0.0007201590390151,0.0081965489895181,-0.0014124423617015,0.00820374725422,0.0056192039282856,-0.0042744161049262,0.0095309542281521,0.0045587113986924,0.0023700561962934,0.0015790409796293,-0.0008431755552327,-0.0123583244989111,-0.0093349189286733,-0.0001455356772213,0.0010883814423034,-0.0005902044653737,0.0012011461907508,0.011337901610996,0.0006728306047306,0.0005277942344374,0.0005783626379499,-0.0066326385251791
la01,easy,easy,True,0.0347458657566402,666.0,666,666,instances/la01,CPO in < 1 min,10,5,0,52,2,0.0,98.0,54.78846153846154,54.5,27.21802042938969,98.0,34.0,77.5,0.2853025353025353,-1.0,4.0,1.8846153846153848,2.0,1.5019710915205104,5.0,1.0,3.0,0.4230769230769231,28.336538314819336,32.72983932495117,60,450,52,510,0.169683257918552,0.0,9.0,8.653846153846153,9.0,1.7307692307692304,9.0,9.0,9.0,0.0384615384615385,0.0,1.0,0.9615384615384616,1.0,0.1923076923076922,1.0,1.0,1.0,0.0384615384615385,0.0452488687782805,2.0,10.0,2.3076923076923075,2.0,1.538461538461538,8.0,2.0,2.0,0.1282051282051282,0.0345882352941176,0.4411764705882353,0.0622926093514328,0.0408627450980392,0.0764729622022114,0.4065882352941176,0.0408627450980392,0.0596862745098039,0.3158875023281806,1,0,413,2436,2849,0,56.97999954223633,25.40825843811035,413.0,666.0,569.8,56.98,56.98,56.98,50,-0.0162618491741119,-4.931687594120405e-05,-0.0054321054772388,-0.0003952230749811,0.001480101330029,0.0001535328862763,0.0002872043193227,-0.0002438141032339,0.000173360867795,0.0011057920297593,-0.0001091606362393,-0.0001609303598009,-0.0008876500041334,-1.6233549714439108e-05,0.000103990850156,-5.065489563503015e-05,-0.0003085329806841,0.0001243217799063,-0.0015268963915614,-0.0008332596712001,0.0001246315746944,-0.0080637183851332,-0.0078169784330641,-0.0062025627138064,-0.0101394617589221,6.716441608636077e-05,-0.0108785000781126,-0.0281966065585094,-0.0126506440948961,0.0002444039022007,-0.0122061897459884,-0.0116167320079077,-0.0143921162596691,-0.0054874995257439,8.71568453330057e-07,-0.0060065545675095,3.8365917409568e-07,-0.003921708590866,5.410875308068616e-06,-6.133263100820127e-08,2.567593784969557e-07,-0.0036594791531791,-0.0048207556239569,-0.0109357821573065,0.000159980001151,0.0003968094882546,-0.0153928476768367,-6.430947972459304e-08,6.559364745357549e-06,-0.017822315048723,-0.0089731853809729,-0.0262070738635666,-0.010725468074047,-0.0021525646691167,-0.0285517909154704,-0.0102818843686713,-0.0063619385811631,3.657334534659549e-06,-0.000892872953807,-0.0088073209883817,-0.0070687135749255,0.000417936098189,-0.0003953472477405,-0.0006092019434077,-0.0085949343165249,-0.0344303978486411,0.000455780495776,0.0004908252510236,0.0004494361488621,-0.0058015912309935
la02,easy,easy,True,0.0314470526799167,655.0,655,655,instances/la02,CPO in < 1 min,10,5,0,52,2,0.0,99.0,50.82692307692308,49.0,28.30922733087228,99.0,26.5,76.0,0.3200107686486801,-1.0,4.0,1.8846153846153848,2.0,1.5019710915205104,5.0,1.0,3.0,0.4230769230769231,26.355770111083984,31.633390426635746,60,450,52,510,0.169683257918552,0.0,9.0,8.653846153846153,9.0,1.7307692307692304,9.0,9.0,9.0,0.0384615384615385,0.0,1.0,0.9615384615384616,1.0,0.1923076923076922,1.0,1.0,1.0,0.0384615384615385,0.0452488687782805,2.0,10.0,2.3076923076923075,2.0,1.538461538461538,8.0,2.0,2.0,0.1282051282051282,0.0345882352941176,0.4411764705882353,0.0622926093514328,0.0408627450980392,0.0764729622022114,0.4065882352941176,0.0408627450980392,0.0596862745098039,0.3158875023281806,1,0,394,2249,2643,0,52.86000061035156,26.944393157958984,394.0,635.0,528.6,52.86,52.86,52.86,50,-0.0162114960328276,-1.122209041975564e-05,-0.0055286920465066,0.0003839911429702,-0.0004382966091592,1.316270997739942e-05,-8.389789941106109e-05,0.0002802275014518,-5.440135715495558e-05,0.0005189853953313,-0.0006580362601298,-0.0001203716780567,-0.0009902573489859,1.5598170345292663e-05,-5.224824317336437e-05,-3.583808055864535e-05,-0.0002587162121778,7.372219896369496e-05,-0.0015133701457187,-0.0004588596447219,0.0005154092162611,-0.0079873890745379,-0.0078183830845289,-0.0063550014614753,-0.0100534979086242,4.0395480783467714e-05,-0.0109220671151937,-0.0283616100101219,-0.0126846938548237,0.0001721799822507,-0.0121567618909831,-0.0116776029836197,-0.0142382393072236,-0.0056580652435186,1.466468441820407e-06,-0.006187634544546,2.303511112132722e-07,-0.0038316571150581,4.826687770629403e-06,5.6711863271588665e-08,9.816657207895656e-07,-0.0036870832636726,-0.0049262963491538,-0.0108906426297882,0.0001145808573987,0.0003978114153087,-0.0154054967936286,-7.321572442792649e-07,-1.798535689979914e-05,-0.0177474601466125,-0.0091363119479084,-0.0260526386697791,-0.0104370243496406,-0.0021482127486071,-0.0285186205007026,-0.0101795715661567,-0.0064699287985213,-2.407467136869924e-05,-0.0007253430059545,-0.0091176332983893,-0.0073490454913689,-6.441582577732076e-05,0.0008713890467794,-0.0005758840493328,-0.00996776433415,-0.0346470441989416,0.0005052548449746,0.0005201269942035,0.000418911931329,-0.0057986846261751
