instance_id,jobs,machines,complexity_0_1,category,s_iforest,s_lof,s_mahalanobis,s_knn,complexity_prior_0_1,complexity_supervised_0_1,cv_r2_mean_supervised,cv_r2_std_supervised,cv_mae_mean_supervised,cv_mae_std_supervised,cv_rmse_mean_supervised,cv_rmse_std_supervised,oof_r2_supervised,oof_mae_supervised,oof_rmse_supervised,oof_spearman_rho_supervised,blend_w_unsup,blend_w_prior,blend_w_sup,sup_target
10-10-0.pt,10,10,0.030063328306098543,easy,0.2711907706601606,0.0024414449466994294,0.004248956138503831,0.0041396946802550304,0.3584871503327255,0.03402172905728462,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
10-11-0.pt,10,11,0.06582058677607479,easy,0.19586936566070295,0.011488616270276402,0.0035189336318620862,0.004014098509901804,0.3709677708534326,0.0861104272176558,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
10-12-0.pt,10,12,0.04153565279154218,easy,0.18316036449359438,0.013045310311712669,0.0029966709672313214,0.003710882744873936,0.3824141247444691,0.05770309536703356,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
10-13-0.pt,10,13,0.04955414835458564,easy,0.1933336646683658,0.011479361457552217,0.0026472853611214623,0.003483839192936602,0.39318255983233086,0.059333795091098006,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
10-14-0.pt,10,14,0.04744416903781523,easy,0.15336684017099048,0.00799958345893437,0.0023451031580441167,0.0028417038701439488,0.4031375110947171,0.06486027747646099,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
10-15-0.pt,10,15,0.05797475171253031,easy,0.1573855541630096,0.008375277986423478,0.002066988049353123,0.002838903094289511,0.4127282495588075,0.07086214092421952,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
10-16-0.pt,10,16,0.05827435072608476,easy,0.12737389658284287,0.012959213613279433,0.0017975621687751032,0.0025583948084783523,0.4215165704167644,0.07442597387715451,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
10-17-0.pt,10,17,0.09269195670648624,easy,0.13344280692547267,0.0074506639302045485,0.0016143339663345676,0.0024685486667518856,0.42988278778715594,0.10815273615591094,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
10-18-0.pt,10,18,0.06344204751945384,easy,0.13166508518262782,0.011086308810213635,0.0014447773033611558,0.002660765394196963,0.43766655306784197,0.07212693259405618,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
10-19-0.pt,10,19,0.0712073030299974,easy,0.11896527911968899,0.004295397369492173,0.0012431519590694314,0.0018497046242330064,0.44502279096820474,0.08297608593789604,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
10-2-0.pt,10,2,0.3013015211254332,easy,0.6952120223204886,0.02241774073543313,0.578114390137614,0.024013757299993915,0.174223712437981,0.1252964132756869,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
10-20-0.pt,10,20,0.09757618767430208,easy,0.11420717222655165,0.002791229852154783,0.0010829923432232318,0.001551957921532958,0.4522644686782181,0.11036958484038652,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
10-21-0.pt,10,21,0.08123471333734879,easy,0.11673705126876689,0.002821379030763416,0.000977416938047166,0.001601039877237534,0.4592528510879006,0.08863789838388357,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
10-22-0.pt,10,22,0.08490566846543553,easy,0.11994371121591445,0.0031846122339165388,0.0008567144933262796,0.0015147314204280264,0.4658468374731366,0.0887152250448182,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
10-23-0.pt,10,23,0.09270821810487576,easy,0.12759800215609376,0.005778236778947763,0.0007870742958359974,0.0021383155058609378,0.47225120575490254,0.09132265790109308,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
10-24-0.pt,10,24,0.09728975970113576,easy,0.1174209149863109,0.003920558186339601,0.000694616246801456,0.0021031133115951665,0.47840250572144327,0.09691848734116942,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
10-25-0.pt,10,25,0.1326200138813276,easy,0.1075850996225541,0.003251143334528558,0.0006221411959921331,0.0014686889797184445,0.4843824287159739,0.1359288789508722,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
10-26-0.pt,10,26,0.1369802984966447,easy,0.10158811551656216,0.0030712102585846077,0.0005704614073927069,0.0013936421454174392,0.49055270453358235,0.1396432401440442,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
10-27-0.pt,10,27,0.1157552189095303,easy,0.10762586774681843,0.0026389498165538517,0.0005204335028902452,0.001255981849536623,0.49613359467064977,0.1124035058794068,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
10-28-0.pt,10,28,0.14479313068776964,easy,0.09971063245057665,0.0026766093202103877,0.0004826600399038669,0.0012971702603144846,0.5014629780256705,0.14390432149271984,0.8966532046437173,0.009134078674528976,0.05526279547009251,0.001660771641543553,0.07810623806514745,0.0035232634229982775,0.8967396705835922,0.05526372253267163,0.07817201792708138,0.9350133147588952,0.35,0.15,0.5,from_weighted
